State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
36,5,80,88501,3,40.83606,-73.92009,WGS84,PM2.5 Raw Data,1 HOUR,,Observed Values,PM2.5 SCC w/No Correction Factor - TEOM Gravimetric 50 deg C,2018,Micrograms/cubic meter (LC),No Events,6485,74,N,272,365,0,66,,,Certification not required,0,8.950594,5.351368,61.4,43285.95833,54.6,43285.91667,46,43283.29167,38.9,43340.29167,,,,,27,23.9,19.7,16,11.1,7.7,3.9,MORRISANIA,"MORRISANIA CENTER, 1225-57 GERARD AVE.",New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43405
36,5,80,88501,3,40.83606,-73.92009,WGS84,PM2.5 Raw Data,24-HR BLK AVG,,Observed Values,,2018,Micrograms/cubic meter (LC),No Events,272,75,N,272,365,0,0,,,Certification not required,0,8.929412,4.245973,30.3,43340,26.6,43283,24,43328,22.1,43285,,,,,24,21.9,18,14,10.3,7.8,5,MORRISANIA,"MORRISANIA CENTER, 1225-57 GERARD AVE.",New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43405
36,5,80,88502,3,40.83606,-73.92009,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,PM2.5 SCC w/Correction Factor - TEOM Gravimetric 50 deg C,2018,Micrograms/cubic meter (LC),No Events,6485,74,N,272,365,0,66,,,Certification not required,0,7.202621,6.089326,63.7,43285.95833,56.1,43285.91667,46.6,43283.29167,44.8,43111.66667,,,,,26.6,23.3,18.6,15.1,10.2,6.1,0.9,MORRISANIA,"MORRISANIA CENTER, 1225-57 GERARD AVE.",New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43405
36,5,80,88502,3,40.83606,-73.92009,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2018,Micrograms/cubic meter (LC),No Events,272,75,N,272,365,0,0,,,Certification not required,0,7.183456,4.908813,29.5,43340,26.1,43111,25,43283,22.4,43328,,,,,25,20,16.7,13.8,9.8,6,2.1,MORRISANIA,"MORRISANIA CENTER, 1225-57 GERARD AVE.",New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43405
36,5,110,17141,6,40.816,-73.902,WGS84,Naphthalene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,70.882143,24.457008,128,43150,114,43246,102,43204,101,43120,,,,,128,128,114,102,89,66.2,39.3,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17147,6,40.816,-73.902,WGS84,Acenaphthene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,5.49925,5.298833,21,43246,16.2,43252,12.5,43228,12,43270,,,,,21,21,16.2,12.5,9.27,2.81,1.06,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17148,6,40.816,-73.902,WGS84,Acenaphthylene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.821968,0.929204,3.5,43102,3.28,43108,2.17,43120,1.86,43150,,,,,3.5,3.5,3.28,2.17,1.19,0.524,0.0651,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17149,6,40.816,-73.902,WGS84,Fluorene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,5.671786,5.253926,22.4,43246,15.1,43252,13.3,43270,12.7,43228,,,,,22.4,22.4,15.1,13.3,8.66,2.89,1.32,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17150,6,40.816,-73.902,WGS84,Phenanthrene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,9.97,7.94765,33.2,43246,25.2,43252,21,43270,20.5,43228,,,,,33.2,33.2,25.2,21,14.6,6.83,3.07,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17151,6,40.816,-73.902,WGS84,Anthracene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.28305,0.211905,0.765,43162,0.759,43252,0.561,43108,0.501,43234,,,,,0.765,0.765,0.759,0.561,0.416,0.257,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17158,6,40.816,-73.902,WGS84,Retene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.2393,0.217907,1.06,43240,0.688,43234,0.534,43102,0.396,43126,,,,,1.06,1.06,0.688,0.534,0.308,0.159,0.0659,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17159,6,40.816,-73.902,WGS84,9-fluorenone (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,1.957,1.248463,4.64,43246,4.38,43252,3.59,43270,3.56,43204,,,,,4.64,4.64,4.38,3.59,3.14,1.49,0.672,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17160,6,40.816,-73.902,WGS84,Cyclopenta[cd]pyrene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.079,0.059962,0.299,43102,0.209,43108,0.145,43120,0.127,43162,,,,,0.299,0.299,0.209,0.145,0.093,0.068,0.028,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17201,6,40.816,-73.902,WGS84,Fluoranthene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,3.114107,1.861955,7.78,43270,7.5,43252,5.53,43246,4.73,43264,,,,,7.78,7.78,7.5,5.53,4.45,2.75,1.11,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17204,6,40.816,-73.902,WGS84,Pyrene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,2.791429,1.130148,5.57,43120,4.6,43252,4.56,43102,4.43,43108,,,,,5.57,5.57,4.6,4.56,3.43,2.66,1.37,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17208,6,40.816,-73.902,WGS84,Chrysene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.240325,0.115323,0.569,43204,0.531,43108,0.412,43120,0.406,43102,,,,,0.569,0.569,0.531,0.412,0.282,0.219,0.137,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17211,6,40.816,-73.902,WGS84,Coronene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.355643,0.377765,1.83,43168,1.19,43102,0.923,43120,0.532,43108,,,,,1.83,1.83,1.19,0.923,0.364,0.253,0.109,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17212,6,40.816,-73.902,WGS84,Perylene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.022429,0.015221,0.0632,43204,0.0595,43108,0.0524,43102,0.0471,43120,,,,,0.0632,0.0632,0.0595,0.0524,0.0252,0.0173,0.0087,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17215,6,40.816,-73.902,WGS84,Benzo[a]anthracene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.093393,0.056577,0.256,43204,0.242,43108,0.209,43102,0.143,43120,,,,,0.256,0.256,0.242,0.209,0.101,0.083,0.042,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17220,6,40.816,-73.902,WGS84,Benzo[b]fluoranthene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.294107,0.171246,0.81,43204,0.658,43108,0.632,43120,0.534,43102,,,,,0.81,0.81,0.658,0.632,0.312,0.261,0.142,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17223,6,40.816,-73.902,WGS84,Benzo[k]fluoranthene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.083464,0.049412,0.255,43204,0.174,43108,0.158,43120,0.154,43102,,,,,0.255,0.255,0.174,0.158,0.095,0.071,0.037,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17224,6,40.816,-73.902,WGS84,Benzo[e]pyrene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.190179,0.110835,0.49,43120,0.459,43204,0.393,43108,0.341,43102,,,,,0.49,0.49,0.459,0.393,0.23,0.165,0.082,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17231,6,40.816,-73.902,WGS84,"Dibenzo[a,h]anthracene (TSP) STP",24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.017857,0.011794,0.065,43204,0.031,43108,0.031,43120,0.03,43102,,,,,0.065,0.065,0.031,0.031,0.021,0.016,0.009,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17237,6,40.816,-73.902,WGS84,"Benzo[g,h,i]perylene (TSP) STP",24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.449107,0.446766,1.99,43168,1.41,43102,1.34,43120,0.865,43108,,,,,1.99,1.99,1.41,1.34,0.494,0.3,0.122,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17242,6,40.816,-73.902,WGS84,Benzo[a]pyrene (TSP) STP,24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.124607,0.08773,0.352,43108,0.351,43204,0.325,43102,0.254,43120,,,,,0.352,0.352,0.351,0.325,0.134,0.1,0.052,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,17243,6,40.816,-73.902,WGS84,"Indeno[1,2,3-cd]pyrene (TSP) STP",24 HOUR,,Observed Values,Hi Vol/PUF-XAD-2 - GCMS TO-13,2018,Nanograms/cubic meter (25 C),No Events,28,46,N,28,61,0,2,,,Certification not required,0,0.20885,0.135705,0.558,43120,0.489,43168,0.469,43108,0.437,43204,,,,,0.558,0.558,0.489,0.469,0.243,0.17,0.0834,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43378
36,5,110,42401,1,40.816,-73.902,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,2018,Parts per billion,No Events,6357,73,N,267,365,0,195,0,,Certification not required,0,1.205618,1.325887,12.9,43108.29167,11.6,43103.54167,7.6,43107.625,4.9,43202.29167,,,,,7.6,4.6,2.8,2.3,1.5,0.9,0.3,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42401,1,40.816,-73.902,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,2018,Parts per billion,No Events,6357,73,N,267,365,0,195,,,Certification not required,0,0.55899,0.72188,12.9,43108.29167,11.6,43103.54167,11.5,43108.375,10.9,43108.33333,,,,,3.1,2.3,1.6,1.2,0.7,0.4,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42401,1,40.816,-73.902,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,2018,Parts per billion,No Events,267,73,N,267,365,0,0,0,,Certification not required,0,0.5603,0.581543,6.3,43108,3.9,43103,2.8,43107,2.3,43119,,,,,2.8,1.8,1.4,1,0.7,0.4,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42401,1,40.816,-73.902,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,2018,Parts per billion,No Events,2088,72,N,267,365,0,0,,0,Certification not required,0,0.52773,0.696491,10.5,43108.33333,10,43108.45833,9.2,43103.58333,8.8,43108.58333,,,,,3.1,2.1,1.5,1.1,0.7,0.4,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42401,5,40.816,-73.902,WGS84,Sulfur dioxide,5 MINUTE,,Observed Values,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,2018,Parts per billion,No Events,76104,72,N,265,365,0,1520,,,Certification not required,0,0.560416,0.753122,21.4,43108.32292,19.2,43103.48264,18.6,43108.31944,16.7,43103.56944,,,,,3.1,2.4,1.6,1.2,0.7,0.4,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42601,1,40.816,-73.902,WGS84,Nitric oxide (NO),1 HOUR,,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,2018,Parts per billion,No Events,5860,67,N,244,365,0,692,,,Certification not required,0,5.348311,12.195724,221.4,43111.29167,213,43111.33333,193.3,43142.25,161.6,43111.20833,,,,,61.8,40.7,21.5,11.3,4.9,1.8,0.3,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42602,1,40.816,-73.902,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Daily Maximum 1-hour average,INSTRUMENTAL - CHEMILUMINESCENCE,2018,Parts per billion,No Events,5860,67,N,244,365,0,692,0,,Certification not required,0,30.827869,12.874515,79.1,43221.79167,62,43229.20833,61.1,43141.29167,60.4,43142.25,,,,,61.1,59.3,53.9,49.2,39.2,28.9,14.7,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42602,1,40.816,-73.902,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,2018,Parts per billion,No Events,5860,67,N,244,365,0,692,,,Certification not required,0,16.96058,10.463375,79.1,43221.79167,62,43229.20833,61.1,43141.29167,60.6,43221.83333,,,,,51.1,47.2,39.4,31.5,21.5,14,6.7,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43404
36,5,110,42603,1,40.816,-73.902,WGS84,Oxides of nitrogen (NOx),1 HOUR,,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,2018,Parts per billion,No Events,5860,67,N,244,365,0,692,,,Certification not required,0,22.358976,20.285106,277.5,43111.29167,269.3,43111.33333,253.8,43142.25,209.3,43142.29167,,,,,109.1,85.1,57.8,41.9,26.2,16.4,7.7,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43405
36,5,110,43207,2,40.816,-73.902,WGS84,Freon 113,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,29,48,N,29,61,0,1,,,Certification not required,0,0.110345,0.030993,0.2,43114,0.2,43132,0.2,43138,0.1,43102,,,,,0.2,0.2,0.2,0.2,0.1,0.1,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43207,10,40.816,-73.902,WGS84,Freon 113,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,3,,,Certification not required,0,0.103704,0.019245,0.2,43192,0.1,43102,0.1,43108,0.1,43114,,,,,0.2,0.2,0.1,0.1,0.1,0.1,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43207,20,40.816,-73.902,WGS84,Freon 113,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,2,,,Certification not required,0,0.118519,0.039585,0.2,43114,0.2,43138,0.2,43150,0.2,43186,,,,,0.2,0.2,0.2,0.2,0.1,0.1,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43208,2,40.816,-73.902,WGS84,Freon 114,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,29,48,N,29,61,0,1,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43208,10,40.816,-73.902,WGS84,Freon 114,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,3,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43208,20,40.816,-73.902,WGS84,Freon 114,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,2,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43218,2,40.816,-73.902,WGS84,"1,3-Butadiene",24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,29,48,N,29,61,0,1,,,Certification not required,0,0.127586,0.070186,0.3,43132,0.3,43150,0.2,43108,0.2,43120,,,,,0.3,0.3,0.3,0.2,0.2,0.1,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43218,10,40.816,-73.902,WGS84,"1,3-Butadiene",24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,3,,,Certification not required,0,0.118519,0.078628,0.3,43132,0.3,43150,0.2,43108,0.2,43138,,,,,0.3,0.3,0.3,0.2,0.2,0.1,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43218,20,40.816,-73.902,WGS84,"1,3-Butadiene",24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,2,,,Certification not required,0,0.137037,0.074152,0.3,43132,0.3,43150,0.2,43108,0.2,43120,,,,,0.3,0.3,0.3,0.2,0.2,0.1,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43372,2,40.816,-73.902,WGS84,Methyl tert-butyl ether,24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,29,48,N,29,61,0,1,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43372,10,40.816,-73.902,WGS84,Methyl tert-butyl ether,24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,3,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43372,20,40.816,-73.902,WGS84,Methyl tert-butyl ether,24 HOUR,,Observed Values,SS 6L - PRESSURIZED CANISTER - CRYOGENIC PRECON:GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,2,,,Certification not required,0,0,0,0,43102,0,43108,0,43114,0,43120,,,,,0,0,0,0,0,0,0,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43502,2,40.816,-73.902,WGS84,Formaldehyde,24 HOUR,,Observed Values,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,2018,Parts per billion Carbon,No Events,15,25,N,15,61,0,0,,,Certification not required,0,3.36,1.420161,6.9,43246,5,43222,4.5,43204,4.5,43270,,,,,6.9,6.9,6.9,5,4.5,3.1,1.9,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43383
36,5,110,43503,2,40.816,-73.902,WGS84,Acetaldehyde,24 HOUR,,Observed Values,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,2018,Parts per billion Carbon,No Events,15,25,N,15,61,0,0,,,Certification not required,0,2.36,0.842445,4.2,43246,3.4,43222,3.3,43204,3.1,43252,,,,,4.2,4.2,4.2,3.4,3.1,2.1,1.5,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43383
36,5,110,43504,2,40.816,-73.902,WGS84,Propionaldehyde,24 HOUR,,Observed Values,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,2018,Parts per billion Carbon,No Events,15,25,N,15,61,0,0,,,Certification not required,0,0.28,0.132017,0.6,43246,0.4,43204,0.4,43222,0.4,43252,,,,,0.6,0.6,0.6,0.4,0.4,0.3,0.1,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43383
36,5,110,43505,2,40.816,-73.902,WGS84,Acrolein - Unverified,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,29,48,N,29,61,0,1,,,Certification not required,0,0.410345,0.15433,0.9,43252,0.6,43228,0.6,43246,0.6,43264,,,,,0.9,0.9,0.6,0.6,0.5,0.4,0.2,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43505,10,40.816,-73.902,WGS84,Acrolein - Unverified,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,3,,,Certification not required,0,0.422222,0.167179,0.8,43252,0.7,43246,0.7,43258,0.6,43150,,,,,0.8,0.8,0.7,0.7,0.5,0.4,0.2,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
36,5,110,43505,20,40.816,-73.902,WGS84,Acrolein - Unverified,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2018,Parts per billion Carbon,No Events,27,44,N,27,61,0,2,,,Certification not required,0,0.388889,0.139596,0.7,43246,0.6,43132,0.6,43228,0.6,43264,,,,,0.7,0.7,0.6,0.6,0.5,0.4,0.2,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,"New York-Newark-Jersey City, NY-NJ-PA",43322
