School_Year,Route_Number,Service_Type,Vehicle_TypeDescription,Route_Start_Date,Vendor_Code,Vendor_Name,Vendor_Affiliation,Garage _Street_Address,Garage_City,Garage_State,Garage_Zip,XCoordinates,YCoordinates
2018-2019,K1319,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1320,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1327,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K133,D2D,Standard Bus (SE),09/20/2018,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1334,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1335,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1337,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K134,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K135,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,C909,D2D,Mini-Wagon,43169,MW,MAR-CAN TRANSPORT CO. INC (B2192),MAR-CAN TRANSPORT CO. INC (B2192),318 East 3rd Street,Mount Vernon,NY,10553,1033107.281,270724.7089
2018-2019,J111,D2D,Mini-Wagon,43383,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,J500,D2D,Non-Wheelchair Accessible Alternative (NWC),43229,HT,"THOMAS BUSES, INC. (B2321)","THOMAS BUSES, INC. (B2321)",2859 WEST 37 STREET,BROOKLYN,NY,11224,983439,148884
2018-2019,K1350,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1351,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1352,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1359,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K136,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1360,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1361,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1362,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1363,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1364,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K137,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K138,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1380,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1382,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1383,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1384,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1385,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1386,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1387,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K1388,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1389,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K139,D2D,Standard Bus (SE),43444,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1390,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1391,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1392,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,J505,D2D,Non-Wheelchair Accessible Alternative (NWC),43199,HT,"THOMAS BUSES, INC. (B2321)","THOMAS BUSES, INC. (B2321)",1465 bronx river ave,bronx,NY,10472,1018187,243876
2018-2019,J507,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,K115,D2D,Standard Bus (SE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K116,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1393,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1398,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K1399,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K140,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1401,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1403,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1404,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1406,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1407,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1408,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1409,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K141,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1410,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K1411,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1412,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1413,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1415,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K1418,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K142,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1420,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K1421,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1422,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1425,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1426,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1427,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1428,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K1429,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K143,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1430,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1431,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1432,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K1433,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1434,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1435,S2S AM,Standard Bus (GE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1436,S2S AM,Standard Bus (GE),43110,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,148 Snediker,Brooklyn,NY,11207,1011539,184045
2018-2019,K1437,S2S AM,Standard Bus (GE),43199,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,111 Essex  Street,Brooklyn,NY,11208,1016641,187721
2018-2019,K144,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K146,D2D,Standard Bus (SE),11/26/2018,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,2037 EASTERN P'KWY,BROOKLYN,NY,11207,1010602,187257
2018-2019,K147,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K148,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K149,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K150,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1501,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1502,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1503,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1505,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1506,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1507,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1508,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,4-09 26 Avenue,Astoria,NY,11102,1003026,222019
2018-2019,K1509,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K151,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1510,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1511,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1512,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1513,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1514,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1515,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1516,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1517,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1518,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1519,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K152,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K1520,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1521,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1522,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1523,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1524,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1526,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1527,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1528,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1529,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K153,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1530,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1531,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1532,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1533,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1534,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1536,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1538,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1539,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K154,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1540,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1545,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1546,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1547,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1548,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1549,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K155,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K1551,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1552,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1553,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1554,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1555,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
2018-2019,K1556,S2S AM,Standard Bus (GE),43199,AM,ALL AMERICAN SCHOOL BUS CORP.,ALL AMERICAN SCHOOL BUS CORP.,6055 Strickland Avenue,brooklyn,NY,11234,1008238,161540
